"Date","Price","Open","High","Low","Vol.","Change %"
"09/11/2019","11,800","11,700","11,800","11,700","0.30K","11.32%"
"09/10/2019","10,600","10,600","10,600","10,600","1.80K","-5.36%"
"09/09/2019","11,200","11,200","11,200","11,200","2.42K","-4.27%"
"09/06/2019","11,700","11,700","11,800","11,700","20.10K","1.74%"
"09/05/2019","11,500","11,700","11,700","11,500","19.10K","-2.54%"
"09/04/2019","11,800","11,600","12,000","11,600","6.50K","-1.67%"
"09/03/2019","12,000","11,500","12,000","11,500","1.80K","-4.00%"
"08/30/2019","12,500","12,000","12,500","11,400","4.10K","0.00%"
"08/29/2019","12,500","13,100","13,100","12,500","0.70K","-1.57%"
"08/27/2019","12,700","11,300","12,700","11,300","2.70K","1.60%"
"08/26/2019","12,500","11,200","12,500","11,200","2.40K","0.00%"
"08/23/2019","12,500","11,400","12,500","11,400","7.80K","-2.34%"
"08/22/2019","12,800","11,200","12,800","11,200","3.50K","2.40%"
"08/21/2019","12,500","12,500","12,500","12,500","1.00K","0.00%"
"08/20/2019","12,500","12,500","12,500","12,500","2.20K","0.00%"
"08/19/2019","12,500","12,500","12,500","12,500","3.20K","0.00%"
"08/16/2019","12,500","12,500","12,500","12,300","5.40K","2.46%"
"08/15/2019","12,200","12,100","12,200","12,100","0.30K","-6.15%"
"08/13/2019","13,000","12,000","13,000","12,000","2.30K","1.56%"
"08/12/2019","12,800","12,800","12,800","12,800","0.10K","-7.91%"
"08/09/2019","13,900","13,900","14,500","13,900","14.40K","2.96%"
"08/08/2019","13,500","13,500","13,500","13,000","27.70K","12.50%"
"08/07/2019","12,000","11,500","12,000","11,500","4.80K","-2.44%"
"08/05/2019","12,300","12,800","12,800","12,300","11.70K","-4.65%"
"08/02/2019","12,900","12,900","12,900","12,900","4.50K","0.00%"
"08/01/2019","12,900","12,900","12,900","12,900","1.00K","-0.77%"
"07/31/2019","13,000","13,000","13,000","12,900","4.70K","-0.76%"
"07/30/2019","13,100","13,000","13,100","13,000","4.70K","0.00%"
"07/29/2019","13,100","13,100","13,100","13,100","2.40K","-1.50%"
"07/26/2019","13,300","13,000","13,300","13,000","7.60K","1.53%"
"07/25/2019","13,100","13,000","13,100","13,000","6.40K","0.00%"
"07/24/2019","13,100","13,100","13,100","13,100","1.50K","1.55%"
"07/23/2019","12,900","12,900","12,900","12,900","3.00K","0.00%"
"07/22/2019","12,900","12,600","12,900","12,600","5.00K","-0.77%"
"07/19/2019","13,000","12,900","13,200","12,800","8.40K","0.78%"
"07/18/2019","12,900","12,600","13,000","12,600","6.50K","3.20%"
"07/17/2019","12,500","12,500","13,000","12,500","6.80K","-3.85%"
"07/16/2019","13,000","13,000","13,000","13,000","1.70K","0.00%"
"07/15/2019","13,000","13,000","13,000","13,000","1.70K","-1.52%"
"07/12/2019","13,200","13,200","13,200","13,200","0.50K","-2.22%"
"07/11/2019","13,500","13,000","13,800","13,000","10.10K","0.00%"
"07/10/2019","13,500","12,400","13,500","12,400","3.10K","8.87%"
"07/09/2019","12,400","13,400","13,400","12,400","1.60K","0.00%"
"07/08/2019","12,400","13,000","13,000","12,200","1.40K","-4.62%"
"07/05/2019","13,000","13,300","13,300","13,000","2.10K","-6.47%"
"07/04/2019","13,900","13,800","13,900","13,100","24.00K","0.00%"
"07/03/2019","13,900","13,800","13,900","13,800","0.50K","0.00%"
"07/02/2019","13,900","13,900","13,900","13,900","0.10K","13.93%"
"07/01/2019","12,200","12,000","12,200","12,000","3.50K","1.67%"
"06/28/2019","12,000","12,100","12,100","11,800","2.10K","-2.44%"
"06/27/2019","12,300","12,000","12,300","11,800","1.00K","-4.65%"
"06/20/2019","12,900","17,300","17,300","12,900","0.50K","-14.57%"
"06/12/2019","15,100","15,100","15,100","15,100","0.10K","14.39%"
"06/06/2019","13,200","13,200","13,200","13,200","0.10K","-14.55%"
"06/03/2019","15,447","15,447","15,447","15,447","0.10K","19.74%"
"05/30/2019","12,900","17,300","17,300","12,900","0.30K","-14.57%"
"05/14/2019","15,100","15,100","15,100","15,100","0.10K","14.39%"
"05/10/2019","13,200","13,200","13,200","13,200","0.10K","14.78%"
"05/09/2019","11,500","11,500","11,500","11,500","3.50K","-4.17%"
"05/08/2019","12,000","11,500","12,000","11,000","4.30K","0.00%"
"05/06/2019","12,000","12,000","12,000","12,000","0.10K","-14.29%"
"04/10/2019","14,000","14,000","14,000","14,000","0.20K","-14.63%"
"04/05/2019","16,400","16,400","16,400","16,400","0.10K","14.69%"
"04/01/2019","14,300","14,300","14,300","14,300","0.10K","14.40%"
"03/28/2019","12,500","12,200","12,500","12,200","7.50K","-12.59%"
"03/26/2019","14,300","14,300","14,300","14,300","0.10K","14.40%"
"03/25/2019","12,500","12,500","12,500","12,500","2.10K","0.00%"
"03/22/2019","12,500","12,500","12,500","12,500","2.10K","-7.41%"
"03/21/2019","13,500","13,300","13,500","13,300","4.00K","0.00%"
"03/18/2019","13,500","13,500","13,500","13,500","0.10K","14.41%"
"03/15/2019","11,800","11,800","11,800","11,800","1.80K","0.00%"
"03/14/2019","11,800","11,800","11,800","11,800","1.20K","-14.49%"
"03/12/2019","13,800","13,800","13,800","13,800","0.10K","15.00%"
"03/01/2019","12,000","12,000","12,000","12,000","0.30K","0.00%"
"02/25/2019","12,000","13,800","13,800","12,000","0.30K","0.00%"
"02/22/2019","12,000","12,000","12,000","12,000","0.40K","0.00%"
"02/21/2019","12,000","12,000","12,000","12,000","0.14K","0.00%"
"02/20/2019","12,000","12,000","12,000","12,000","0.30K","0.00%"
"02/19/2019","12,000","12,100","12,100","12,000","3.10K","-13.04%"
"02/18/2019","13,800","13,800","13,800","13,800","0.10K","15.00%"
"02/15/2019","12,000","12,000","12,000","12,000","2.00K","-6.25%"
"02/13/2019","12,800","12,800","12,800","12,800","0.10K","-7.25%"
"02/12/2019","13,800","13,800","13,800","13,800","0.10K","15.00%"
"02/11/2019","12,000","12,000","12,000","12,000","2.00K","-11.11%"
"02/01/2019","13,500","13,500","13,500","13,500","2.00K","-2.88%"
"01/30/2019","13,900","13,900","13,900","13,900","0.10K","6.92%"
"01/28/2019","13,000","14,100","14,100","12,000","4.00K","5.69%"
"01/18/2019","12,300","12,300","12,300","12,300","0.10K","-14.58%"
"01/17/2019","14,400","14,400","14,400","14,400","0.10K","14.29%"
"01/15/2019","12,600","12,600","12,600","12,600","0.10K","14.55%"
"01/14/2019","11,000","11,000","11,000","11,000","4.80K","0.00%"
"01/07/2019","11,000","10,800","11,000","10,800","10.00K","2.80%"
"01/02/2019","10,700","10,700","10,700","10,700","1.00K","-2.73%"
"12/28/2018","11,000","11,000","11,000","11,000","3.00K","7.84%"
"12/25/2018","10,200","10,400","10,400","10,200","0.90K","-7.27%"
"12/24/2018","11,000","11,000","11,000","11,000","6.00K","0.00%"
"12/21/2018","11,000","11,000","11,000","11,000","5.00K","0.00%"
"12/20/2018","11,000","11,100","11,100","11,000","3.30K","-0.90%"
"12/19/2018","11,100","11,000","11,100","11,000","3.00K","0.91%"
"12/18/2018","11,000","11,000","11,000","11,000","1.00K","-2.65%"
"12/11/2018","11,300","11,300","11,300","11,300","2.00K","0.00%"
"12/10/2018","11,300","11,300","11,300","11,300","2.00K","0.00%"
"12/07/2018","11,300","11,200","11,300","11,200","2.00K","-1.74%"
"11/28/2018","11,500","11,500","11,500","11,500","0.10K","-4.17%"
"11/26/2018","12,000","11,300","12,000","11,300","2.50K","8.11%"
"11/21/2018","11,100","11,100","11,100","11,100","1.00K","0.00%"
"11/20/2018","11,100","11,000","11,100","11,000","2.00K","7.77%"
"11/19/2018","10,300","10,300","10,300","10,300","1.50K","-8.04%"
"11/16/2018","11,200","10,500","11,200","10,000","1.50K","0.00%"
"11/05/2018","11,200","11,200","11,200","11,200","0.10K","-8.20%"
"10/16/2018","12,200","12,200","12,200","12,200","0.10K","8.93%"
"10/11/2018","11,200","11,200","11,200","11,200","0.10K","-5.08%"
"10/04/2018","11,800","11,800","11,800","11,800","0.10K","-4.84%"
"09/25/2018","12,400","12,400","12,400","12,400","0.10K","0.00%"
"09/05/2018","12,400","12,400","12,400","12,400","2.00K","6.90%"
"09/04/2018","11,600","11,600","11,600","11,600","0.20K","0.00%"
"08/29/2018","11,600","11,600","11,600","11,600","1.40K","0.00%"
"08/28/2018","11,600","11,600","11,600","11,600","0.50K","0.00%"
"08/27/2018","11,600","11,600","11,600","11,600","0.50K","-3.33%"
"08/21/2018","12,000","11,900","12,000","11,900","0.30K","2.56%"
"08/13/2018","11,700","11,700","11,700","11,700","2.00K","0.00%"
"08/10/2018","11,700","11,700","11,700","11,700","","0.00%"
"08/08/2018","11,700","11,700","11,700","11,700","0.10K","-7.87%"
"08/02/2018","12,700","12,700","12,700","12,600","1.50K","9.48%"
"08/01/2018","11,600","11,600","11,600","11,600","0.80K","-11.45%"
"07/30/2018","13,100","13,100","13,100","13,100","0.10K","13.91%"
"07/27/2018","11,500","11,500","11,500","11,500","1.40K","-11.54%"
"07/24/2018","13,000","13,000","13,000","13,000","0.50K","1.56%"
"07/23/2018","12,800","12,700","12,800","12,700","0.20K","14.29%"
"07/20/2018","11,200","11,200","11,200","11,200","0.40K","-2.61%"
"07/12/2018","11,500","11,500","11,500","11,500","1.00K","-0.86%"
"07/06/2018","11,600","11,600","11,600","11,600","0.10K","-7.94%"
"06/12/2018","12,600","12,600","12,600","12,600","0.10K","13.51%"
"06/08/2018","11,100","11,100","11,100","11,100","3.00K","0.00%"
"06/07/2018","11,100","12,672","12,672","11,100","6.10K","0.00%"
"06/06/2018","11,100","11,100","11,100","11,100","0.20K","-7.69%"
"05/28/2018","12,025","12,025","12,025","12,025","0.10K","7.44%"
"05/24/2018","11,192","11,285","11,285","11,192","0.20K","-10.38%"
"05/16/2018","12,488","12,488","12,488","12,488","0.40K","9.76%"
"05/15/2018","11,378","12,488","12,488","11,378","0.30K","0.82%"
"05/14/2018","11,285","11,285","11,285","11,285","0.20K","-2.40%"
"05/08/2018","11,562","11,562","11,562","11,562","0.50K","0.00%"
"05/07/2018","11,562","11,562","11,562","11,562","0.10K","0.00%"
"05/04/2018","11,562","11,562","11,562","11,562","0.20K","0.00%"
"04/26/2018","11,562","11,562","11,562","11,562","0.10K","-14.36%"
"04/20/2018","13,500","13,500","13,500","13,500","","8.10%"
"04/19/2018","12,488","13,412","13,412","12,488","1.10K","-6.89%"
"04/17/2018","13,412","13,412","13,412","13,412","0.30K","7.40%"
"04/12/2018","12,488","12,488","12,672","12,488","1.70K","-2.88%"
"04/11/2018","12,858","12,858","12,858","12,858","2.40K","-1.41%"
"04/10/2018","13,042","12,765","13,042","12,765","0.20K","0.00%"
"04/09/2018","13,042","13,042","13,042","13,042","2.70K","0.00%"
"04/06/2018","13,042","13,042","13,042","13,042","0.10K","2.17%"
"04/05/2018","12,765","11,100","12,765","11,100","48.50K","15.00%"
"04/04/2018","11,100","11,100","11,100","11,100","1.20K","0.00%"
"04/03/2018","11,100","11,008","11,100","11,008","0.20K","9.09%"
"04/02/2018","10,175","10,915","10,915","10,175","4.80K","-8.33%"
"03/30/2018","11,100","10,638","11,100","10,638","0.30K","4.34%"
"03/28/2018","10,638","10,175","10,638","10,175","4.00K","0.00%"
"03/23/2018","10,638","8,972","10,638","8,972","0.20K","1.78%"
"03/21/2018","10,452","10,452","10,452","10,452","1.00K","-5.05%"
"03/20/2018","11,008","10,175","11,008","10,175","4.10K","11.21%"
"03/16/2018","9,898","9,898","9,898","9,898","1.00K","0.00%"
"03/15/2018","9,898","9,898","9,898","9,898","0.10K","-2.72%"
"03/14/2018","10,175","10,175","10,175","10,175","0.10K","-1.79%"
"03/13/2018","10,360","10,360","11,008","10,360","19.10K","-3.45%"
"03/09/2018","10,730","11,100","11,100","10,730","0.20K","-3.33%"
"03/08/2018","11,100","10,638","11,100","10,638","14.80K","4.34%"
"03/07/2018","10,638","10,268","10,638","10,268","2.50K","0.00%"
"03/06/2018","10,638","10,638","10,638","10,638","1.40K","3.60%"
"03/05/2018","10,268","10,638","10,638","10,268","15.80K","-3.48%"
"03/02/2018","10,638","10,360","10,638","10,360","3.30K","4.55%"
"03/01/2018","10,175","11,378","11,378","10,082","1.50K","0.92%"
"02/28/2018","10,082","9,990","10,082","9,990","3.30K","0.00%"
"02/26/2018","10,082","10,082","10,082","10,082","0.30K","0.92%"
"02/23/2018","9,990","9,990","9,990","9,990","2.00K","0.00%"
"02/22/2018","9,990","9,990","9,990","9,990","10.04K","-2.71%"
"02/21/2018","10,268","10,268","10,268","10,268","0.20K","2.78%"
"02/13/2018","9,990","9,990","9,990","9,990","2.00K","-6.09%"
"02/09/2018","10,638","10,638","10,638","10,638","0.10K","13.87%"
"02/05/2018","9,342","9,342","9,342","9,342","1.00K","-8.19%"
"02/01/2018","10,175","10,175","10,175","10,175","0.10K","4.77%"
"01/29/2018","9,712","9,342","9,712","9,250","9.00K","0.00%"
"01/24/2018","9,712","9,712","9,712","9,712","1.10K","0.00%"
"01/23/2018","9,712","9,712","9,712","9,712","0.40K","0.00%"
"01/19/2018","9,712","9,712","9,712","9,712","0.20K","0.00%"
"01/18/2018","9,712","9,712","9,712","9,712","1.00K","-3.67%"
"01/17/2018","10,082","10,082","10,082","10,082","0.40K","5.81%"
"01/12/2018","9,528","9,528","9,528","9,528","0.50K","0.00%"
"01/11/2018","9,528","9,528","9,528","9,435","3.60K","-5.49%"
"01/05/2018","10,082","8,788","10,082","8,788","0.20K","2.83%"
"01/02/2018","9,805","9,528","9,805","9,528","1.10K","-1.85%"
"12/29/2017","9,990","9,990","9,990","9,990","0.10K","0.00%"
"12/28/2017","9,990","9,990","9,990","9,990","0.10K","14.89%"
"12/26/2017","8,695","8,695","8,695","8,695","0.10K","-12.96%"
"12/25/2017","9,990","10,082","10,082","9,990","0.50K","0.00%"
"12/14/2017","9,990","9,990","9,990","9,990","0.80K","-1.82%"
"12/12/2017","10,175","10,175","10,175","10,175","0.10K","7.84%"
"11/30/2017","9,435","9,805","9,805","9,435","3.10K","-7.27%"
"11/29/2017","10,175","10,175","10,175","10,175","0.80K","0.00%"
"11/28/2017","10,175","10,175","10,175","10,175","1.00K","0.00%"
"11/27/2017","10,175","9,805","10,175","9,805","0.20K","0.00%"
"11/21/2017","10,175","10,175","10,175","10,175","0.50K","1.85%"
"11/17/2017","9,990","9,990","9,990","9,990","1.00K","5.88%"
"11/14/2017","9,435","9,435","9,435","9,435","0.10K","1.00%"
"11/09/2017","9,342","9,342","9,342","9,342","0.10K","14.77%"
"11/08/2017","8,140","8,140","8,140","8,140","0.10K","-14.57%"
"11/07/2017","9,528","9,528","9,528","9,528","0.10K","0.00%"
"11/06/2017","9,528","9,528","9,528","9,528","0.10K","14.45%"
"11/03/2017","8,325","8,325","8,325","8,325","0.10K","-14.28%"
"10/31/2017","9,712","9,712","9,712","9,712","0.50K","2.94%"
"10/23/2017","9,435","9,435","9,435","9,435","0.20K","7.36%"
"10/20/2017","8,788","8,788","8,788","8,788","0.20K","-15.17%"
"10/11/2017","10,360","10,175","10,360","10,175","0.60K","3.70%"
"10/04/2017","9,990","9,990","9,990","9,990","0.10K","0.00%"
"10/02/2017","9,990","9,990","9,990","9,990","0.20K","0.00%"
"09/25/2017","9,990","9,990","9,990","9,990","0.20K","2.86%"
"09/20/2017","9,712","9,712","9,712","9,712","0.50K","-0.95%"
"09/12/2017","9,805","9,805","9,805","9,805","1.50K","0.96%"
"09/07/2017","9,712","9,712","9,712","9,712","0.10K","3.96%"
"09/06/2017","9,342","9,342","9,342","9,342","","0.00%"
"09/05/2017","9,342","9,342","9,342","9,342","","0.00%"
"08/28/2017","9,342","9,342","9,342","9,342","0.10K","-14.41%"
"08/25/2017","10,915","10,915","10,915","10,915","0.10K","12.39%"
"08/24/2017","9,712","9,620","9,712","9,620","0.60K","-4.55%"
"08/21/2017","10,175","10,175","10,175","10,175","2.40K","-7.57%"
"08/18/2017","11,008","11,008","11,008","11,008","0.10K","13.34%"
"07/31/2017","9,712","11,008","11,008","9,712","3.10K","0.00%"
"07/28/2017","9,712","9,712","9,712","9,712","5.00K","-1.88%"
"07/26/2017","9,898","9,898","9,898","9,898","1.00K","0.00%"
"07/25/2017","9,898","9,898","9,898","9,898","1.00K","0.00%"
"07/24/2017","9,898","9,898","9,898","9,898","2.00K","0.00%"
"07/21/2017","9,898","9,898","9,898","9,898","6.00K","-1.83%"
"07/20/2017","10,082","10,082","10,082","10,082","0.50K","0.00%"
"07/19/2017","10,082","10,175","10,175","10,082","3.20K","1.86%"
"07/18/2017","9,898","10,175","10,175","9,898","1.10K","1.92%"
"07/12/2017","9,712","9,712","9,712","9,712","0.50K","4.99%"
"07/10/2017","9,250","9,250","9,250","9,250","0.10K","-13.05%"
"07/05/2017","10,638","10,638","10,638","10,638","5.70K","0.00%"
"07/04/2017","10,638","10,175","10,638","10,175","2.10K","-0.86%"
"06/30/2017","10,730","10,730","10,730","10,730","0.50K","-3.33%"
"06/29/2017","11,100","11,100","11,100","11,100","0.10K","7.14%"
"06/20/2017","10,360","10,175","10,360","10,175","9.30K","0.91%"
"06/13/2017","10,267","10,267","10,267","10,267","0.20K","0.82%"
"06/09/2017","10,183","10,098","10,437","10,098","2.30K","0.84%"
"06/08/2017","10,098","10,098","10,098","10,098","1.00K","0.00%"
"06/07/2017","10,098","10,098","10,098","10,098","0.50K","-0.83%"
"06/05/2017","10,183","10,183","10,183","10,183","0.50K","2.57%"
"05/30/2017","9,928","10,183","10,183","9,928","5.10K","-2.50%"
"05/29/2017","10,183","10,183","10,183","10,183","1.50K","2.57%"
"05/25/2017","9,928","9,928","9,928","9,928","0.10K","-2.50%"
"05/24/2017","10,183","10,183","10,183","10,183","1.30K","0.00%"
"05/23/2017","10,183","10,183","10,183","10,183","0.50K","3.45%"
"05/17/2017","9,843","10,183","10,183","9,843","0.80K","-3.34%"
"05/11/2017","10,183","10,607","10,607","10,183","1.00K","0.00%"
"05/10/2017","10,183","10,946","10,946","10,183","4.00K","-7.69%"
"05/09/2017","11,031","11,031","11,031","11,031","0.70K","-12.17%"
"05/05/2017","12,559","12,559","12,559","12,559","0.50K","-0.66%"
"04/24/2017","12,643","12,643","12,643","12,643","0.50K","14.61%"
"04/21/2017","11,031","11,031","11,031","11,031","2.00K","0.00%"
"04/20/2017","11,031","11,031","11,031","11,031","2.70K","-1.52%"
"04/19/2017","11,201","11,201","11,201","11,201","6.00K","-12.00%"
"04/04/2017","12,728","12,728","12,728","12,728","5.20K","-3.23%"
"04/03/2017","13,153","13,153","13,153","13,153","0.20K","0.00%"
"03/23/2017","13,153","13,153","13,153","13,153","0.10K","16.54%"
"03/21/2017","11,286","12,304","13,322","11,201","4.00K","9.93%"
"03/15/2017","10,267","11,880","11,880","10,267","0.70K","-12.32%"
"03/14/2017","11,710","11,710","11,710","11,710","0.20K","0.00%"
"03/09/2017","11,710","11,201","11,710","11,201","5.40K","4.54%"
"03/06/2017","11,201","11,201","11,201","11,201","0.90K","3.13%"
"03/03/2017","10,861","10,861","10,861","10,861","0.10K","14.28%"
"03/02/2017","9,504","9,504","9,504","9,504","0.10K","-14.50%"
"02/28/2017","11,116","11,201","11,201","11,116","1.10K","-5.07%"
"02/24/2017","11,710","11,710","11,710","11,710","0.20K","15.00%"
"02/20/2017","10,183","10,183","10,183","10,183","0.10K","-15.49%"
"02/14/2017","12,049","11,880","12,049","11,710","1.20K","13.59%"
"02/08/2017","10,607","10,607","10,607","10,607","1.00K","-7.40%"
"01/25/2017","11,455","11,031","11,455","11,031","3.00K","10.65%"
"01/24/2017","10,352","10,352","10,352","10,352","0.10K","-14.69%"
"01/20/2017","12,134","12,134","12,134","12,134","1.50K","0.00%"
"01/19/2017","12,134","12,134","12,134","12,134","10.10K","14.40%"
"01/13/2017","10,607","10,607","10,607","10,607","0.10K","-7.40%"
"01/12/2017","11,455","11,710","11,710","10,183","9.50K","-2.18%"
"01/11/2017","11,710","11,710","11,710","11,710","0.40K","10.40%"
"01/10/2017","10,607","10,607","10,607","10,607","0.30K","4.16%"
"01/09/2017","10,183","10,183","10,183","10,183","0.10K","1.70%"
"01/06/2017","10,013","10,013","10,013","10,013","0.10K","-16.90%"
"01/04/2017","12,049","10,098","12,049","10,098","0.80K","1.42%"
"12/30/2016","11,880","11,880","11,880","11,880","1.30K","12.91%"
"12/19/2016","10,522","10,522","10,522","10,522","1.40K","0.00%"
"12/16/2016","10,522","10,522","10,522","10,522","0.10K","0.00%"
"12/14/2016","10,522","10,522","10,522","10,522","1.00K","0.81%"
"12/13/2016","10,437","10,437","10,437","10,437","0.10K","-2.38%"
"12/08/2016","10,692","11,540","12,304","10,692","7.60K","0.00%"
"12/07/2016","10,692","11,031","11,795","10,692","8.00K","0.00%"
"12/06/2016","10,692","10,692","10,692","10,692","1.60K","-10.00%"
"11/30/2016","11,880","11,880","11,880","11,880","0.20K","11.11%"
"11/29/2016","10,692","10,692","10,692","10,692","2.50K","0.00%"
"11/28/2016","10,692","10,692","10,692","10,692","1.30K","-14.87%"
"11/25/2016","12,559","12,559","12,559","12,474","6.50K","0.00%"
"11/24/2016","12,559","12,134","12,559","12,134","5.10K","3.50%"
"11/23/2016","12,134","10,777","12,134","10,777","10.00K","12.59%"
"11/22/2016","10,777","9,419","10,777","9,419","7.70K","14.42%"
"11/21/2016","9,419","9,419","9,419","9,419","0.10K","0.91%"
"11/17/2016","9,334","9,164","9,334","9,164","3.30K","-1.79%"
"11/16/2016","9,504","9,504","9,504","9,504","0.10K","3.71%"
"11/15/2016","9,164","9,164","9,164","9,164","9.80K","-6.09%"
"11/14/2016","9,758","11,031","11,116","9,758","1.10K","0.87%"
"11/11/2016","9,674","9,674","9,674","9,674","0.20K","5.57%"
"11/10/2016","9,164","9,164","9,164","9,164","0.20K","-0.92%"
"11/09/2016","9,249","8,401","9,249","8,401","2.80K","-2.68%"
"11/08/2016","9,504","9,504","9,504","9,504","0.10K","6.67%"
"11/07/2016","8,910","8,910","8,910","8,910","0.20K","0.96%"
"11/03/2016","8,825","8,825","8,825","8,825","1.00K","0.97%"
"11/02/2016","8,740","8,740","8,740","8,740","1.00K","0.00%"
"10/31/2016","8,740","8,740","8,740","8,740","1.70K","0.00%"
"10/27/2016","8,740","8,825","8,825","8,740","2.50K","-0.96%"
"10/14/2016","8,825","8,825","8,825","8,825","2.00K","0.00%"
"10/13/2016","8,825","8,825","8,825","8,825","1.00K","0.00%"
"10/12/2016","8,825","8,825","8,825","8,825","1.00K","0.00%"
"10/11/2016","8,825","8,825","8,825","8,825","1.80K","0.00%"
"10/10/2016","8,825","8,825","8,825","8,825","1.30K","0.00%"
"10/06/2016","8,825","8,825","8,825","8,825","1.00K","0.00%"
"10/05/2016","8,825","8,825","8,825","8,825","2.00K","0.00%"
"10/04/2016","8,825","8,825","8,825","8,825","0.20K","3.99%"
"10/03/2016","8,486","8,486","8,486","8,486","1.00K","2.04%"
"09/27/2016","8,316","8,316","8,316","8,316","0.10K","-14.78%"
"09/21/2016","9,758","9,758","9,758","9,758","0.10K","12.74%"
"09/14/2016","8,655","8,995","8,995","8,655","3.10K","-15.01%"
"09/12/2016","10,183","10,183","10,183","10,183","3.20K","3.45%"
"09/09/2016","9,843","9,843","9,843","9,843","0.50K","0.00%"
"08/22/2016","9,843","9,843","9,843","9,843","1.50K","0.00%"
"08/17/2016","9,843","9,758","9,843","9,758","1.50K","0.87%"
"08/16/2016","9,758","9,758","9,758","9,758","0.50K","4.54%"
"08/15/2016","9,334","9,334","9,334","9,334","0.50K","0.00%"
"08/12/2016","9,334","9,334","9,334","9,334","0.50K","-0.90%"
"08/11/2016","9,419","9,504","9,504","9,419","2.80K","0.00%"
"08/09/2016","9,419","9,419","9,419","9,419","0.30K","0.00%"
"08/08/2016","9,419","9,334","9,419","9,334","2.90K","-1.77%"
"08/04/2016","9,589","9,334","9,589","9,334","1.50K","7.62%"
"08/03/2016","8,910","8,910","8,910","8,910","0.20K","-6.25%"
"08/01/2016","9,504","9,334","9,504","9,334","2.50K","1.82%"
"07/28/2016","9,334","9,334","9,504","9,334","2.50K","0.92%"
"07/27/2016","9,249","9,249","9,249","9,249","1.30K","-0.91%"
"07/26/2016","9,334","9,334","9,334","9,334","1.50K","0.00%"
"07/21/2016","9,334","9,334","9,334","9,249","2.60K","-0.90%"
"07/20/2016","9,419","9,419","9,419","9,419","0.50K","0.91%"
"07/19/2016","9,334","9,504","9,504","9,334","4.80K","-1.79%"
"07/18/2016","9,504","9,504","9,504","9,504","1.40K","0.00%"
"07/15/2016","9,504","9,504","9,504","9,504","1.90K","0.00%"
"07/13/2016","9,504","9,504","9,504","9,504","1.80K","-0.89%"
"07/12/2016","9,589","9,589","9,589","9,419","5.40K","-2.58%"
"07/11/2016","9,843","9,843","9,843","9,843","0.10K","0.87%"
"07/08/2016","9,758","9,758","9,758","9,758","0.60K","0.00%"
"07/07/2016","9,758","9,758","9,758","9,758","0.90K","0.00%"
"07/06/2016","9,758","9,758","9,758","9,758","0.90K","0.00%"
"07/04/2016","9,758","9,758","9,758","9,758","0.60K","0.00%"
"06/30/2016","9,758","9,758","9,758","9,758","0.10K","4.54%"
"06/29/2016","9,334","9,334","9,334","9,334","2.90K","0.00%"
"06/27/2016","9,334","9,334","9,334","9,334","1.00K","0.00%"
"06/21/2016","9,334","9,334","9,334","8,231","1.70K","11.11%"
"06/20/2016","8,401","9,843","9,843","8,401","0.80K","-14.65%"
"06/16/2016","9,843","9,843","9,843","9,843","0.20K","0.00%"
"06/15/2016","9,843","9,843","9,843","9,758","5.10K","-7.20%"
"06/06/2016","10,607","10,607","10,607","10,607","0.10K","-3.84%"
"06/02/2016","11,031","11,031","11,031","11,031","0.10K","8.33%"
"06/01/2016","10,183","10,183","10,183","10,183","0.50K","0.84%"
"05/31/2016","10,098","10,098","10,098","10,098","0.50K","-0.83%"
"05/30/2016","10,183","10,183","10,183","10,183","0.50K","-2.43%"
"05/27/2016","10,437","10,437","10,437","10,437","0.50K","0.00%"
"05/26/2016","10,437","10,437","10,437","10,437","1.00K","-0.81%"
"05/25/2016","10,522","10,522","10,522","10,522","1.00K","-0.80%"
"05/24/2016","10,607","10,607","10,607","10,607","1.00K","-0.79%"
"05/19/2016","10,692","10,607","10,692","10,607","0.70K","14.55%"
"05/18/2016","9,334","9,334","9,334","9,334","1.50K","-14.06%"
"05/17/2016","10,861","10,861","10,861","10,861","1.00K","6.66%"
"05/16/2016","10,183","10,861","10,861","10,183","1.40K","-4.00%"
"05/13/2016","10,607","10,861","10,861","10,183","1.10K","-1.58%"
"05/12/2016","10,777","10,861","10,861","10,777","3.20K","-0.77%"
"05/10/2016","10,861","9,674","10,861","9,674","3.50K","-4.49%"
"05/09/2016","11,371","11,371","11,371","11,371","0.10K","16.53%"
"05/05/2016","9,758","11,116","11,116","9,758","0.30K","0.87%"
"05/04/2016","9,674","9,674","9,674","9,674","0.20K","-0.86%"
"04/29/2016","9,758","9,758","9,758","9,758","0.10K","0.00%"
"04/27/2016","9,758","9,589","9,843","9,589","0.80K","-0.86%"
"04/26/2016","9,843","9,843","9,843","9,843","0.40K","0.87%"
"04/22/2016","9,758","9,758","9,758","9,758","1.50K","1.76%"
"04/21/2016","9,589","9,589","9,589","9,589","0.10K","0.00%"
"04/19/2016","9,589","9,674","9,674","9,589","12.00K","0.00%"
"04/15/2016","9,589","9,758","9,758","9,589","14.00K","-5.83%"
"04/14/2016","10,183","10,013","10,183","10,013","2.00K","2.57%"
"04/13/2016","9,928","9,769","9,928","9,769","0.50K","-3.85%"
"04/12/2016","10,325","10,325","10,325","10,325","0.60K","1.56%"
"04/11/2016","10,166","10,722","10,722","10,166","0.20K","-4.48%"
"04/08/2016","10,643","9,531","10,643","9,531","17.30K","15.52%"
