Date,Price,Open,High,Low,Vol.,Change %
23/05/2014,"11,577","11,885","11,885","11,577",977.74K,-2.59%
26/05/2014,"12,017","11,797","12,017","11,577",633.76K,3.80%
27/05/2014,"12,546","12,017","12,546","11,973",955.25K,4.40%
28/05/2014,"12,722","12,546","12,810","12,546",1.68M,1.40%
29/05/2014,"12,590","12,766","12,854","12,502",713.49K,-1.04%
30/05/2014,"12,766","12,590","12,766","12,502",787.34K,1.40%
02/06/2014,"12,766","12,810","12,810","12,502",606.18K,0.00%
03/06/2014,"12,722","12,766","12,766","12,678",454.97K,-0.34%
04/06/2014,"12,546","12,590","12,678","12,458",135.30K,-1.38%
05/06/2014,"12,282","12,326","12,502","12,282",413.08K,-2.10%
06/06/2014,"12,678","12,546","12,766","12,458",656.76K,3.22%
09/06/2014,"12,678","12,722","12,810","12,634",740.32K,0.00%
10/06/2014,"12,590","12,722","12,766","12,590",602.84K,-0.69%
11/06/2014,"12,810","12,678","12,810","12,634",653.03K,1.75%
12/06/2014,"13,118","12,986","13,382","12,942",1.06M,2.40%
13/06/2014,"13,250","13,250","13,294","13,162",568.31K,1.01%
16/06/2014,"13,162","13,162","13,162","12,986",1.37M,-0.66%
17/06/2014,"13,206","13,118","13,206","13,074",1.02M,0.33%
18/06/2014,"13,710","13,763","13,921","13,605",2.17M,3.82%
19/06/2014,"13,499","13,605","13,658","13,289",814.03K,-1.54%
20/06/2014,"13,130","13,499","13,658","13,130",2.87M,-2.73%
23/06/2014,"13,816","13,130","13,869","13,130",1.98M,5.22%
24/06/2014,"13,710","13,763","13,869","13,710",1.11M,-0.77%
25/06/2014,"13,869","13,710","13,921","13,710",1.26M,1.16%
26/06/2014,"13,921","13,869","14,027","13,816",1.43M,0.37%
27/06/2014,"13,869","13,921","13,974","13,869",827.86K,-0.37%
30/06/2014,"13,816","13,974","13,974","13,763",112.71K,-0.38%
01/07/2014,"13,710","13,869","13,869","13,658",779.72K,-0.77%
02/07/2014,"13,658","13,816","13,816","13,605",530.46K,-0.38%
03/07/2014,"13,658","13,710","13,763","13,605",432.96K,0.00%
04/07/2014,"13,763","13,658","13,816","13,605",721.77K,0.77%
07/07/2014,"13,869","13,816","13,921","13,763",829.66K,0.77%
08/07/2014,"13,816","13,869","13,869","13,763",306.19K,-0.38%
09/07/2014,"13,658","13,816","13,816","13,658",449.91K,-1.14%
10/07/2014,"13,552","13,658","13,763","13,552",469.53K,-0.78%
11/07/2014,"13,552","13,605","13,605","13,499",500.47K,0.00%
14/07/2014,"13,552","13,552","13,605","13,447",198.13K,0.00%
15/07/2014,"13,605","13,605","13,658","13,552",456.63K,0.39%
16/07/2014,"13,763","13,605","13,816","13,605",675.64K,1.16%
17/07/2014,"13,658","13,710","13,816","13,658",350.07K,-0.76%
18/07/2014,"13,816","13,763","13,816","13,658",674.12K,1.16%
21/07/2014,"13,816","13,816","13,869","13,658",408.77K,0.00%
22/07/2014,"13,605","13,710","13,763","13,605",221.49K,-1.53%
23/07/2014,"13,658","13,552","13,710","13,552",93.42K,0.39%
24/07/2014,"13,710","13,605","13,710","13,605",306.73K,0.38%
25/07/2014,"13,605","13,605","13,763","13,605",349.00K,-0.77%
28/07/2014,"13,499","13,605","13,605","13,394",331.89K,-0.78%
29/07/2014,"13,605","13,447","13,605","13,394",288.57K,0.79%
30/07/2014,"13,499","13,499","13,605","13,394",158.84K,-0.78%
31/07/2014,"13,499","13,447","13,552","13,394",282.90K,0.00%
01/08/2014,"13,605","13,447","13,605","13,447",256.00K,0.79%
04/08/2014,"13,658","13,447","13,658","13,447",425.88K,0.39%
05/08/2014,"13,816","13,658","13,816","13,552",912.75K,1.16%
06/08/2014,"13,710","13,816","13,816","13,710",229.76K,-0.77%
07/08/2014,"13,710","13,658","13,710","13,658",550.70K,0.00%
08/08/2014,"13,658","13,658","13,763","13,658",284.69K,-0.38%
11/08/2014,"13,552","13,605","13,710","13,499",377.71K,-0.78%
12/08/2014,"13,605","13,552","13,658","13,552",116.33K,0.39%
13/08/2014,"13,710","13,605","13,710","13,605",356.56K,0.77%
14/08/2014,"13,658","13,710","13,710","13,552",354.67K,-0.38%
15/08/2014,"13,552","13,552","13,658","13,499",343.14K,-0.78%
18/08/2014,"13,605","13,552","13,658","13,552",331.79K,0.39%
19/08/2014,"13,605","13,605","13,658","13,552",650.52K,0.00%
20/08/2014,"13,974","13,552","14,079","13,552",2.35M,2.71%
21/08/2014,"14,343","13,974","14,343","13,921",2.19M,2.64%
22/08/2014,"14,343","14,343","14,501","14,290",1.35M,0.00%
25/08/2014,"14,449","14,343","14,449","14,238",1.85M,0.74%
26/08/2014,"14,712","14,449","14,712","14,290",1.85M,1.82%
27/08/2014,"14,554","14,554","14,660","14,396",685.08K,-1.07%
28/08/2014,"14,501","14,554","14,607","14,343",750.35K,-0.36%
29/08/2014,"14,765","14,501","14,818","14,501",1.32M,1.82%
03/09/2014,"14,923","14,765","15,029","14,765",856.15K,1.07%
04/09/2014,"15,187","14,818","15,187","14,660",2.18M,1.77%
05/09/2014,"15,451","15,187","15,503","15,029",1.01M,1.74%
08/09/2014,"15,451","15,451","15,503","15,345",571.46K,0.00%
09/09/2014,"15,081","15,451","15,451","15,029",1.24M,-2.39%
10/09/2014,"15,081","15,187","15,187","14,818",1.08M,0.00%
11/09/2014,"15,029","15,029","15,134","14,923",226.25K,-0.34%
12/09/2014,"15,029","14,976","15,029","14,818",293.57K,0.00%
15/09/2014,"14,660","15,029","15,029","14,607",946.22K,-2.46%
16/09/2014,"14,449","14,607","14,660","14,185",1.32M,-1.44%
17/09/2014,"14,343","14,449","14,501","14,290",529.89K,-0.73%
18/09/2014,"14,396","14,343","14,660","14,343",184.54K,0.37%
19/09/2014,"13,869","14,238","14,396","13,869",2.64M,-3.66%
22/09/2014,"14,132","14,132","14,290","14,132",899.99K,1.90%
23/09/2014,"14,132","14,132","14,238","14,079",239.99K,0.00%
24/09/2014,"14,079","14,132","14,238","14,027",1.29M,-0.38%
25/09/2014,"13,974","14,027","14,079","13,816",1.41M,-0.75%
26/09/2014,"13,921","14,132","14,132","13,921",957.87K,-0.38%
29/09/2014,"13,816","13,869","13,869","13,763",1.72M,-0.75%
30/09/2014,"13,763","13,710","13,921","13,710",1.88M,-0.38%
01/10/2014,"13,921","13,974","14,027","13,763",1.99M,1.15%
02/10/2014,"14,449","13,974","14,449","13,974",1.09M,3.79%
03/10/2014,"14,501","14,501","14,554","14,449",1.44M,0.36%
06/10/2014,"14,343","14,396","14,501","14,290",724.37K,-1.09%
07/10/2014,"14,343","14,343","14,396","14,238",415.42K,0.00%
08/10/2014,"14,238","14,343","14,343","14,185",245.42K,-0.73%
09/10/2014,"14,343","14,238","14,449","14,185",522.14K,0.74%
10/10/2014,"14,238","14,396","14,396","14,238",418.57K,-0.73%
13/10/2014,"14,238","14,238","14,238","14,079",368.10K,0.00%
14/10/2014,"14,079","14,132","14,238","14,079",181.27K,-1.12%
15/10/2014,"14,185","13,974","14,185","13,869",461.90K,0.75%
16/10/2014,"14,079","14,079","14,132","13,921",641.89K,-0.75%
17/10/2014,"13,921","13,974","14,027","13,710",938.58K,-1.12%
20/10/2014,"14,027","13,921","14,185","13,869",148.14K,0.76%
21/10/2014,"14,079","14,079","14,132","13,974",142.79K,0.37%
22/10/2014,"14,079","13,974","14,185","13,974",352.67K,0.00%
23/10/2014,"13,974","14,027","14,079","13,921",542.67K,-0.75%
24/10/2014,"13,974","13,921","14,079","13,921",198.36K,0.00%
27/10/2014,"13,710","13,974","14,027","13,710",260.13K,-1.89%
28/10/2014,"13,974","13,710","13,974","13,710",388.45K,1.93%
29/10/2014,"13,869","13,816","14,027","13,816",210.38K,-0.75%
30/10/2014,"14,079","13,974","14,079","13,869",293.24K,1.51%
31/10/2014,"14,607","14,132","14,660","14,079",1.47M,3.75%
03/11/2014,"14,870","14,607","14,870","14,554",1.00M,1.80%
04/11/2014,"14,501","14,870","14,870","14,501",607.25K,-2.48%
05/11/2014,"14,449","14,554","14,554","14,396",361.25K,-0.36%
06/11/2014,"14,343","14,449","14,501","14,290",219.24K,-0.73%
07/11/2014,"14,343","14,238","14,607","14,238",336.87K,0.00%
10/11/2014,"14,396","14,290","14,607","14,290",583.72K,0.37%
11/11/2014,"14,343","14,343","14,449","14,343",293.44K,-0.37%
12/11/2014,"14,396","14,396","14,501","14,396",175.19K,0.37%
13/11/2014,"14,396","14,449","14,501","14,396",295.60K,0.00%
14/11/2014,"14,501","14,396","14,501","14,396",323.90K,0.73%
17/11/2014,"14,396","14,396","14,607","14,396",286.07K,-0.72%
18/11/2014,"14,238","14,501","14,501","14,238",197.44K,-1.10%
19/11/2014,"14,027","14,396","14,396","14,027",205.39K,-1.48%
20/11/2014,"14,343","14,027","14,343","14,027",355.20K,2.25%
21/11/2014,"14,501","14,343","14,660","14,343",786.04K,1.10%
24/11/2014,"14,449","14,238","14,449","14,238",386.26K,-0.36%
25/11/2014,"14,554","14,449","14,660","14,449",660.03K,0.73%
26/11/2014,"14,238","14,660","14,660","14,238",848.26K,-2.17%
27/11/2014,"14,396","14,238","14,449","14,238",62.67K,1.11%
28/11/2014,"14,607","14,396","14,712","14,396",1.12M,1.47%
01/12/2014,"14,870","14,396","14,923","14,343",934.73K,1.80%
02/12/2014,"14,818","14,870","14,870","14,765",498.64K,-0.35%
03/12/2014,"15,134","14,660","15,134","14,660",1.13M,2.13%
04/12/2014,"15,451","15,029","15,556","15,029",1.21M,2.09%
05/12/2014,"15,978","15,451","16,347","15,451",1.88M,3.41%
08/12/2014,"16,558","15,820","16,769","15,767",1.44M,3.63%
09/12/2014,"16,663","16,558","17,032","16,400",1.80M,0.63%
10/12/2014,"15,820","16,611","16,611","15,609",1.42M,-5.06%
11/12/2014,"15,661","15,292","15,978","15,187",1.28M,-1.01%
12/12/2014,"16,347","15,661","16,347","15,398",419.21K,4.38%
15/12/2014,"16,031","16,083","16,242","15,609",1.08M,-1.93%
16/12/2014,"16,136","16,031","16,400","15,767",1.47M,0.65%
17/12/2014,"15,978","15,925","16,242","15,872",2.44M,-0.98%
18/12/2014,"16,031","16,083","16,189","15,925",1.91M,0.33%
19/12/2014,"14,923","15,925","16,242","14,923",8.41M,-6.91%
22/12/2014,"15,714","15,134","15,714","15,134",898.28K,5.30%
23/12/2014,"16,136","15,451","16,347","15,451",2.39M,2.69%
24/12/2014,"15,925","15,978","16,242","15,767",751.62K,-1.31%
25/12/2014,"15,767","15,820","15,978","15,714",698.94K,-0.99%
26/12/2014,"16,242","15,767","16,347","15,556",3.27M,3.01%
29/12/2014,"16,716","16,294","16,927","16,242",2.44M,2.92%
30/12/2014,"16,874","16,716","17,085","16,716",2.08M,0.95%
31/12/2014,"16,822","16,822","17,032","16,663",1.47M,-0.31%
05/01/2015,"16,822","16,716","16,927","16,558",534.02K,0.00%
06/01/2015,"17,929","16,822","17,929","16,822",2.90M,6.58%
07/01/2015,"17,718","17,982","18,245","17,454",2.46M,-1.18%
08/01/2015,"18,245","17,771","18,456","17,718",1.56M,2.97%
09/01/2015,"19,458","18,404","19,511","18,404",3.94M,6.65%
12/01/2015,"19,616","19,511","19,933","19,353",5.27M,0.81%
13/01/2015,"19,511","19,511","19,669","19,247",2.58M,-0.54%
